timestamp,git_commit,tag,device,package,speed,luts_used,luts_total,luts_pct,ffs_used,ffs_total,ffs_pct,bram_used,bram_total,bram_pct,fmax_mhz,target_mhz,timing_pass,source_log,notes
2026-07-22T00:05:12+00:00,de8c256,core_x32_rva_rvm_rvc_rdtime_i4k_t32,LFE5U-12F,BG256,8,4011,24288,16.51,1741,24288,7.17,2,56,3.57,92.58,25.00,yes,riscv-64/out/sim/vexii_ecp5_nextpnr.log,core exhaustive i4k; threads=32
2026-07-22T00:05:40+00:00,de8c256,core_x32_rva_rvm_rvc_rdtime_i4k_d4k_t32,LFE5U-12F,BG256,8,4943,24288,20.35,2257,24288,9.29,6,56,10.71,98.44,25.00,yes,riscv-64/out/sim/vexii_ecp5_nextpnr.log,core exhaustive i4k + d4k; threads=32
2026-07-22T00:06:30+00:00,de8c256,core_x32_rva_rvm_rvc_rdtime_i4k_d4k_dual_t32,LFE5U-12F,BG256,8,8536,24288,35.14,3044,24288,12.53,6,56,10.71,79.30,25.00,yes,riscv-64/out/sim/vexii_ecp5_nextpnr.log,core exhaustive i4k + d4k + dual; threads=32
2026-07-22T00:16:53+00:00,de8c256,soc_x32_rva_rvm_rvc_rdtime_i4k_d4k_btb_ras_clint_uart_t32,LFE5U-12F,BG256,8,7463,24288,30.73,4137,24288,17.03,16,56,28.57,134.41,25.00,yes,riscv-64/out/sim/microsoc_exh_05_i4k_d4k_btb_ras_nextpnr.log,soc exhaustive i4k + d4k + btb + ras + clint + uart; threads=32
2026-07-22T00:18:09+00:00,31e76d0,soc_x32_rva_rvm_rvc_rdtime_i4k_d4k_btb_dual_clint_uart_t32,LFE5U-12F,BG256,8,11150,24288,45.91,5563,24288,22.90,18,56,32.14,151.84,25.00,yes,riscv-64/out/sim/microsoc_exh_04_i4k_d4k_btb_dual_nextpnr.log,soc exhaustive i4k + d4k + btb + dual + clint + uart; threads=32
2026-07-22T00:19:26+00:00,b4f9b4d,soc_x32_rva_rvm_rvc_rdtime_i4k_d4k_btb_ras_dual_clint_uart_t32,LFE5U-12F,BG256,8,11265,24288,46.38,5598,24288,23.05,18,56,32.14,134.48,25.00,yes,riscv-64/out/sim/microsoc_exh_07_i4k_d4k_btb_ras_dual_nextpnr.log,soc exhaustive i4k + d4k + btb + ras + dual + clint + uart; threads=32
2026-07-22T00:20:51+00:00,b4f9b4d,soc_x32_rva_rvm_rvc_rdtime_i4k_d4k_btb_gshare_ras_dual_clint_uart_t32,LFE5U-12F,BG256,8,12070,24288,49.70,5997,24288,24.69,20,56,35.71,192.09,25.00,yes,riscv-64/out/sim/microsoc_exh_10_i4k_d4k_btb_gshare_ras_dual_nextpnr.log,soc exhaustive i4k + d4k + btb + gshare + ras + dual + clint + uart; threads=32
2026-07-22T00:22:14+00:00,b4f9b4d,soc_x32_rva_rvm_rvc_rdtime_i4k_d4k_btb_gshare_dual_clint_uart_t32,LFE5U-12F,BG256,8,12087,24288,49.77,5962,24288,24.55,20,56,35.71,134.12,25.00,yes,riscv-64/out/sim/microsoc_exh_08_i4k_d4k_btb_gshare_dual_nextpnr.log,soc exhaustive i4k + d4k + btb + gshare + dual + clint + uart; threads=32
2026-07-22T00:23:15+00:00,b4f9b4d,soc_x32_rva_rvm_rvc_rdtime_i4k_d4k_dual_clint_uart_t32,LFE5U-12F,BG256,8,10417,24288,42.89,4921,24288,20.26,14,56,25.00,157.78,25.00,yes,riscv-64/out/sim/microsoc_exh_02_i4k_d4k_dual_nextpnr.log,soc exhaustive i4k + d4k + dual + clint + uart; threads=32
2026-07-22T00:23:58+00:00,b4f9b4d,soc_x32_rva_rvm_rvc_rdtime_i4k_d4k_btb_gshare_ras_clint_uart_t32,LFE5U-12F,BG256,8,7324,24288,30.15,4332,24288,17.84,18,56,32.14,144.51,25.00,yes,riscv-64/out/sim/microsoc_exh_09_i4k_d4k_btb_gshare_ras_nextpnr.log,soc exhaustive i4k + d4k + btb + gshare + ras + clint + uart; threads=32
