timestamp,git_commit,tag,device,package,speed,luts_used,luts_total,luts_pct,ffs_used,ffs_total,ffs_pct,bram_used,bram_total,bram_pct,fmax_mhz,target_mhz,timing_pass,source_log,notes
2026-07-22T00:24:42+00:00,b4f9b4d,soc_x32_rva_rvm_rvc_rdtime_i4k_d4k_btb_clint_uart_t32,LFE5U-12F,BG256,8,7256,24288,29.87,4102,24288,16.89,16,56,28.57,154.42,25.00,yes,riscv-64/out/sim/microsoc_exh_03_i4k_d4k_btb_nextpnr.log,soc exhaustive i4k + d4k + btb + clint + uart; threads=32
2026-07-22T00:25:27+00:00,b4f9b4d,soc_x32_rva_rvm_rvc_rdtime_i4k_d4k_btb_gshare_clint_uart_t32,LFE5U-12F,BG256,8,7277,24288,29.96,4297,24288,17.69,18,56,32.14,183.35,25.00,yes,riscv-64/out/sim/microsoc_exh_06_i4k_d4k_btb_gshare_nextpnr.log,soc exhaustive i4k + d4k + btb + gshare + clint + uart; threads=32
2026-07-22T00:26:02+00:00,b4f9b4d,soc_x32_rva_rvm_rvc_rdtime_i4k_d4k_clint_uart_t32,LFE5U-12F,BG256,8,6802,24288,28.01,3756,24288,15.46,14,56,25.00,146.33,25.00,yes,riscv-64/out/sim/microsoc_exh_01_i4k_d4k_nextpnr.log,soc exhaustive i4k + d4k + clint + uart; threads=32
2026-07-22T00:26:51+00:00,b4f9b4d,core_x32_rva_rvm_rvc_rdtime_i4k_d4k_btb_ras_t32,LFE5U-12F,BG256,8,9753,24288,40.16,3968,24288,16.34,12,56,21.43,60.71,25.00,yes,riscv-64/out/sim/vexii_ecp5_nextpnr.log,core exhaustive i4k + d4k + btb + ras; threads=32
2026-07-22T00:27:41+00:00,b4f9b4d,core_x32_rva_rvm_rvc_rdtime_i4k_d4k_btb_gshare_ras_t32,LFE5U-12F,BG256,8,9753,24288,40.16,3968,24288,16.34,12,56,21.43,60.71,25.00,yes,riscv-64/out/sim/vexii_ecp5_nextpnr.log,core exhaustive i4k + d4k + btb + gshare + ras; threads=32
2026-07-22T00:28:32+00:00,b4f9b4d,core_x32_rva_rvm_rvc_rdtime_base_t32,LFE5U-12F,BG256,8,9753,24288,40.16,3968,24288,16.34,12,56,21.43,60.71,25.00,yes,riscv-64/out/sim/vexii_ecp5_nextpnr.log,core exhaustive base; threads=32
2026-07-22T00:29:22+00:00,b4f9b4d,core_x32_rva_rvm_rvc_rdtime_i4k_d4k_btb_gshare_t32,LFE5U-12F,BG256,8,9753,24288,40.16,3968,24288,16.34,12,56,21.43,60.71,25.00,yes,riscv-64/out/sim/vexii_ecp5_nextpnr.log,core exhaustive i4k + d4k + btb + gshare; threads=32
2026-07-22T00:30:12+00:00,b4f9b4d,core_x32_rva_rvm_rvc_rdtime_i4k_d4k_btb_t32,LFE5U-12F,BG256,8,9753,24288,40.16,3968,24288,16.34,12,56,21.43,60.71,25.00,yes,riscv-64/out/sim/vexii_ecp5_nextpnr.log,core exhaustive i4k + d4k + btb; threads=32
2026-07-22T00:31:02+00:00,b4f9b4d,core_x32_rva_rvm_rvc_rdtime_i4k_d4k_btb_gshare_ras_dual_t32,LFE5U-12F,BG256,8,9753,24288,40.16,3968,24288,16.34,12,56,21.43,60.71,25.00,yes,riscv-64/out/sim/vexii_ecp5_nextpnr.log,core exhaustive i4k + d4k + btb + gshare + ras + dual; threads=32
2026-07-22T00:52:13+00:00,b091636,soc_x64_sv_rvm_rvc_rdtime_clint_uart_t8,LFE5U-12F,BG256,8,9989,24288,41.13,4368,24288,17.98,8,56,14.29,68.01,25.00,yes,riscv-64/out/sim/microsoc_uart_timer_j0001_nextpnr.log,MicroSoc x64 + CLINT + UART; threads=8
2026-07-22T00:52:20+00:00,b091636,soc_x64_sv_rvm_rvc_rdtime_clint_uart_t16,LFE5U-12F,BG256,8,9989,24288,41.13,4368,24288,17.98,8,56,14.29,68.01,25.00,yes,riscv-64/out/sim/microsoc_uart_timer_j0002_nextpnr.log,MicroSoc x64 + CLINT + UART; threads=16
2026-07-22T00:53:48+00:00,b091636,soc_x64_sv_rvm_rvc_rdtime_clint_uart_t8,LFE5U-12F,BG256,8,9989,24288,41.13,4368,24288,17.98,8,56,14.29,68.01,25.00,yes,riscv-64/out/sim/microsoc_uart_timer_j0001_nextpnr.log,MicroSoc x64 + CLINT + UART; threads=8
2026-07-22T00:53:54+00:00,b091636,soc_x64_sv_rvm_rvc_rdtime_clint_uart_t16,LFE5U-12F,BG256,8,9989,24288,41.13,4368,24288,17.98,8,56,14.29,68.01,25.00,yes,riscv-64/out/sim/microsoc_uart_timer_j0002_nextpnr.log,MicroSoc x64 + CLINT + UART; threads=16
2026-07-22T00:59:16+00:00,5a2ad5e,soc_x64_sv_rvm_rvc_rdtime_clint_uart_t16,LFE5U-12F,BG256,8,9989,24288,41.13,4368,24288,17.98,8,56,14.29,68.01,25.00,yes,riscv-64/out/sim/microsoc_uart_timer_j0001_nextpnr.log,MicroSoc x64 + CLINT + UART; threads=16
2026-07-22T01:00:59+00:00,5a2ad5e,soc_x64_sv_rvm_rvc_rdtime_clint_uart_t16,LFE5U-12F,BG256,8,9989,24288,41.13,4368,24288,17.98,8,56,14.29,68.01,25.00,yes,riscv-64/out/sim/microsoc_uart_timer_j0002_nextpnr.log,MicroSoc x64 + CLINT + UART; threads=16
2026-07-22T01:01:04+00:00,5a2ad5e,soc_x64_sv_rvm_rvc_rdtime_clint_uart_t8,LFE5U-12F,BG256,8,9989,24288,41.13,4368,24288,17.98,8,56,14.29,68.01,25.00,yes,riscv-64/out/sim/microsoc_uart_timer_j0001_nextpnr.log,MicroSoc x64 + CLINT + UART; threads=8
2026-07-22T01:03:03+00:00,5a2ad5e,soc_x64_sv_rvm_rvc_rdtime_clint_uart_t8,LFE5U-12F,BG256,8,9989,24288,41.13,4368,24288,17.98,8,56,14.29,68.01,25.00,yes,riscv-64/out/sim/microsoc_uart_timer_j0001_nextpnr.log,MicroSoc x64 + CLINT + UART; threads=8
2026-07-22T01:03:09+00:00,5a2ad5e,soc_x64_sv_rvm_rvc_rdtime_clint_uart_t16,LFE5U-12F,BG256,8,9989,24288,41.13,4368,24288,17.98,8,56,14.29,68.01,25.00,yes,riscv-64/out/sim/microsoc_uart_timer_j0002_nextpnr.log,MicroSoc x64 + CLINT + UART; threads=16
2026-07-22T01:14:36+00:00,4b94ea5,soc_x64_sv_rvm_rvc_rdtime_clint_uart_t8,LFE5U-12F,BG256,8,9989,24288,41.13,4368,24288,17.98,8,56,14.29,68.01,25.00,yes,riscv-64/out/sim/microsoc_uart_timer_j0001_nextpnr.log,MicroSoc x64 + CLINT + UART; threads=8
2026-07-22T01:14:37+00:00,4b94ea5,soc_x64_sv_rvm_rvc_rdtime_clint_uart_t16,LFE5U-12F,BG256,8,9989,24288,41.13,4368,24288,17.98,8,56,14.29,68.01,25.00,yes,riscv-64/out/sim/microsoc_uart_timer_j0002_nextpnr.log,MicroSoc x64 + CLINT + UART; threads=16
